x y
-10	0.054932881
-9	0.068310641
-8	0.084701158
-7	0.10465679
-6	0.12877083
-5	0.15765353
-4	0.19188794
-3	0.23198648
-2	0.27831832
-1	0.33104721
0	0.39004883
1	0.45483717
2	0.52444494
3	0.59730566
4	0.67120075
5	0.74348962
6	0.81133938
7	0.87100726
8	0.91808432
9	0.95169640
10	0.97573489
11	0.99084252
12	0.99657279
13	0.99883330
14	0.99987459
15	0.99997634
16	0.99999696
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
