x y
4.0400276	134.23846
3.9919784	134.23430
3.9970167	134.25124
4.1337252	132.47299
3.9463189	135.05145
4.2516212	127.13316
3.8864982	138.46655
4.0043855	134.64595
3.9485965	136.68376
4.0984416	131.48592
3.9833026	135.42387
3.9365623	136.03122
4.1609311	129.42786
4.2169008	128.49292
4.0420852	134.73045
3.9563150	137.04140
3.9177318	135.21214
4.0310822	133.59169
4.0808249	133.78693
4.0905781	132.72470
4.1172314	131.49879
4.1231346	131.06699
3.8906441	137.90918
4.0178251	133.80141
3.9942770	135.20502
3.7856226	139.23837
3.8724446	137.62743
3.8504567	136.35178
4.0543995	134.04958
4.1206436	131.08238
3.8334417	138.21443
4.0539494	133.24039
4.1009412	133.49344
4.0396686	133.42758
4.0250049	134.05267
3.9446824	136.30246
3.9325831	137.58530
3.9788573	133.92706
3.9391375	136.38940
4.1172791	132.59976
3.9443042	136.21652
3.8833771	137.56015
4.0757189	132.12280
3.9931102	134.43149
4.1250057	132.23904
4.0244169	134.60818
3.9113104	136.56007
3.8986135	136.90381
4.1035733	133.01700
3.9805899	136.71519
4.1967177	130.34776
4.0551906	133.97223
3.7994208	139.49937
4.0399137	135.29895
4.0251374	135.12816
3.9807205	135.58774
3.9406617	136.69121
3.9825549	135.51628
3.9675090	135.53418
4.1461029	130.95226
3.9784119	135.68166
4.1244497	132.61630
4.0314670	134.41748
4.1299877	131.21748
3.9401748	135.41780
3.9356728	136.70755
4.0206118	133.68546
3.9120696	135.33838
4.2128377	128.49042
4.0286770	133.93005
4.0988307	131.14502
4.0031185	135.37872
3.9153640	136.10225
4.0748978	134.20580
3.8607805	137.80359
3.7725914	141.37816
3.9761040	136.89403
4.0264339	133.42279
4.0851393	132.70160
4.0798726	133.75911
4.2365360	128.29959
4.0639648	133.39174
3.8867497	136.71724
3.9776223	136.16479
4.0911398	132.71356
3.9526260	135.81223
4.1473837	131.64728
4.1423111	129.53372
4.0614905	133.49268
3.8942451	136.70265
4.0373926	133.99001
3.8731720	137.66035
4.0640130	134.24413
3.8906286	137.37923
4.1090407	130.01126
3.9414675	133.42676
3.9921663	136.21991
4.0069590	136.56032
4.2473369	127.61803
3.9593554	136.47147
4.1436548	130.90823
3.8754666	137.75778
4.1542921	130.39468
3.8706100	138.32332
3.9103613	135.36903
4.0602465	133.88974
4.1256022	132.31503
3.9696512	135.88966
3.9945989	136.30339
4.0718284	133.41051
3.9160807	137.56534
3.9721258	135.72771
3.9561548	135.50146
4.0309420	135.52650
3.9151905	136.79929
4.1635723	131.51561
4.0412726	134.22333
4.0589237	133.84682
3.9696898	135.26675
3.9529600	135.47713
4.2099075	129.69408
3.9333353	137.43068
3.9011457	136.53963
4.1360054	131.83543
4.1765594	129.81892
4.0716443	133.07291
3.9884074	134.70621
4.0451798	133.90062
4.0881739	132.86124
3.9176447	136.14017
4.2090225	128.99484
3.9344625	135.84962
3.8072071	138.34428
3.9405081	137.00171
3.9225156	137.12422
4.1533322	130.79956
3.9606881	136.57130
3.8578229	138.09871
4.1291943	131.35986
4.1100879	130.83153
4.1732488	130.33455
3.9756758	135.88120
3.9780006	135.55888
4.0996332	131.89548
4.1282907	130.52942
4.2328529	126.78899
4.0773220	134.29404
4.0728378	132.22101
4.0561733	133.63937
3.6683006	140.54338
4.0640202	133.04456
4.1280985	133.71553
3.8503721	137.96268
4.2014885	128.76178
4.1059918	132.48451
4.0920935	132.64259
4.1838980	130.77495
4.0809374	133.07449
4.0365119	133.67673
4.1263475	132.03351
3.9983244	134.80357
4.0633497	133.13518
3.8743951	138.64365
3.8402681	137.46094
4.0239353	134.06065
4.1313486	132.03491
3.9930196	135.81787
3.9046934	137.14589
4.0523968	133.68932
3.9139996	137.91248
4.0330753	133.13937
4.0307760	134.21201
4.0174313	134.31497
4.0350609	133.85696
3.9470189	135.60518
4.0162382	134.39284
3.9736693	136.09242
4.0137954	134.81886
3.9823852	134.49159
3.8882515	138.48831
3.9707048	135.34740
3.9933553	135.76418
4.1083908	131.65848
4.0856628	131.25360
4.0798302	131.93588
3.8929789	137.40190
4.2625480	127.05511
4.1479692	129.61813
4.1146154	130.92850
4.0031118	135.38763
4.1112456	132.48535
4.1385312	132.61282
4.1630316	130.20930
