x y
-10	0.013749694
-9	0.017105579
-8	0.021221351
-7	0.026239585
-6	0.032314874
-5	0.039609145
-4	0.048282433
-3	0.058482170
-2	0.070328809
-1	0.083902262
0	0.099231146
1	0.11628819
2	0.13499451
3	0.15523319
4	0.17686653
5	0.19975328
6	0.22375974
7	0.24876437
8	0.27465820
9	0.30134392
10	0.32873496
11	0.35675377
12	0.38533169
13	0.41440678
14	0.44392395
15	0.47383443
16	0.50409365
17	0.53466254
18	0.56550562
19	0.59659111
20	0.62789047
21	0.65937775
22	0.69103003
23	0.72282541
24	0.75473863
25	0.78673506
26	0.81872261
27	0.85047913
28	0.88160402
29	0.91134989
30	0.93823272
