x y
-10	0.022916237
-9	0.028509140
-8	0.035368443
-7	0.043731850
-6	0.053856533
-5	0.066011824
-4	0.080463804
-3	0.097456373
-2	0.11718766
-1	0.13978672
0	0.16529536
1	0.19366026
2	0.22474122
3	0.25833425
4	0.29420176
5	0.33210221
6	0.37180686
7	0.41310632
8	0.45581123
9	0.49974978
10	0.54476565
11	0.59071159
12	0.63743919
13	0.68478090
14	0.73246288
15	0.77999955
16	0.82663184
17	0.87107038
18	0.91089326
19	0.94281775
20	0.96595949
21	0.98284668
22	0.99351817
23	0.99756414
24	0.99917507
25	0.99991220
26	0.99998325
27	0.99999791
28	1
29	1
30	1
