x y
-10	0.027499486
-9	0.034210969
-8	0.042442609
-7	0.052478887
-6	0.064629361
-5	0.079217434
-4	0.096563622
-3	0.11696205
-2	0.14065380
-1	0.16779891
0	0.19845533
1	0.23256955
2	0.26998526
3	0.31046766
4	0.35373607
5	0.39949220
6	0.44744015
7	0.49729365
8	0.54877084
9	0.60158199
10	0.65538847
11	0.70968127
12	0.76367891
13	0.81627476
14	0.86572587
15	0.90896559
16	0.94257700
17	0.96668994
18	0.98421097
19	0.99428064
20	0.99777430
21	0.99937010
22	0.99994260
23	0.99998540
24	0.99999923
25	1
26	1
27	1
28	1
29	1
30	1
